Sample in Buffer,Sample in Window,TRIGGER,fircomp_bd_i/system_ila_0/inst/probe0_1[17:0],fircomp_bd_i/system_ila_0/inst/probe1_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED
54772,54772,0,24,-873
54773,54773,0,48,238
54774,54774,0,48,-72
54775,54775,0,48,-283
54776,54776,0,48,213
54777,54777,0,48,-309
54778,54778,0,48,207
54779,54779,0,48,-51
54780,54780,0,48,192
54781,54781,0,48,-119
54782,54782,0,48,-312
54783,54783,0,54,220
54784,54784,0,54,-16
54785,54785,0,54,914
54786,54786,0,54,403
54787,54787,0,54,-57
54788,54788,0,54,682
54789,54789,0,54,-786
54790,54790,0,54,176
54791,54791,0,54,-114
54792,54792,0,54,498
54793,54793,0,38,228
54794,54794,0,38,457
54795,54795,0,38,465
54796,54796,0,38,757
54797,54797,0,38,-48
54798,54798,0,38,455
54799,54799,0,38,767
54800,54800,0,38,-267
54801,54801,0,38,-111
54802,54802,0,38,-571
54803,54803,0,8,225
54804,54804,0,8,-543
54805,54805,0,8,-349
54806,54806,0,8,743
54807,54807,0,8,-59
54808,54808,0,8,752
54809,54809,0,8,399
54810,54810,0,8,209
54811,54811,0,8,185
54812,54812,0,8,-262
54813,54813,0,-25,-837
54814,54814,0,-25,-123
54815,54815,0,-25,-261
54816,54816,0,-25,-102
54817,54817,0,-25,435
54818,54818,0,-25,422
54819,54819,0,-25,135
54820,54820,0,-25,-365
54821,54821,0,-25,460
54822,54822,0,-25,-552
54823,54823,0,-49,-359
54824,54824,0,-49,-556
54825,54825,0,-49,429
54826,54826,0,-49,185
54827,54827,0,-49,-789
54828,54828,0,-49,-360
54829,54829,0,-49,-3
54830,54830,0,-49,409
54831,54831,0,-49,385
54832,54832,0,-49,-116
54833,54833,0,-55,713
54834,54834,0,-55,-383
54835,54835,0,-55,442
54836,54836,0,-55,-33
54837,54837,0,-55,407
54838,54838,0,-55,-127
54839,54839,0,-55,711
54840,54840,0,-55,143
54841,54841,0,-55,-604
54842,54842,0,-55,457
54843,54843,0,-39,239
54844,54844,0,-39,667
54845,54845,0,-39,-375
54846,54846,0,-39,-612
54847,54847,0,-39,-17
54848,54848,0,-39,-268
54849,54849,0,-39,-851
54850,54850,0,-39,-14
54851,54851,0,-39,-276
54852,54852,0,-39,-840
54853,54853,0,-8,448
54854,54854,0,-8,674
54855,54855,0,-8,-28
54856,54856,0,-8,-361
54857,54857,0,-8,640
54858,54858,0,-8,677
54859,54859,0,-8,718
54860,54860,0,-8,167
54861,54861,0,-8,-328
54862,54862,0,-8,-520
54863,54863,0,26,-286
54864,54864,0,26,455
54865,54865,0,26,-585
54866,54866,0,26,-307
54867,54867,0,26,136
54868,54868,0,26,-317
54869,54869,0,26,-67
54870,54870,0,26,-89
54871,54871,0,26,205
54872,54872,0,26,-519
54873,54873,0,50,674
54874,54874,0,50,659
54875,54875,0,50,973
54876,54876,0,50,-547
54877,54877,0,50,203
54878,54878,0,50,-125
54879,54879,0,50,-258
54880,54880,0,50,-319
54881,54881,0,50,-635
54882,54882,0,50,470
54883,54883,0,56,-106
54884,54884,0,56,140
54885,54885,0,56,401
54886,54886,0,56,-60
54887,54887,0,56,249
54888,54888,0,56,410
54889,54889,0,56,-333
54890,54890,0,56,-310
54891,54891,0,56,414
54892,54892,0,56,-278
54893,54893,0,40,743
54894,54894,0,40,225
54895,54895,0,40,745
54896,54896,0,40,-622
54897,54897,0,40,-629
54898,54898,0,40,-95
54899,54899,0,40,-803
54900,54900,0,40,-528
54901,54901,0,40,-284
54902,54902,0,40,-854
54903,54903,0,8,185
54904,54904,0,8,678
54905,54905,0,8,-516
54906,54906,0,8,714
54907,54907,0,8,-543
54908,54908,0,8,211
54909,54909,0,8,-260
54910,54910,0,8,136
54911,54911,0,8,250
54912,54912,0,8,-96
54913,54913,0,-26,704
54914,54914,0,-26,159
54915,54915,0,-26,-12
54916,54916,0,-26,-44
54917,54917,0,-26,221
54918,54918,0,-26,-554
54919,54919,0,-26,-263
54920,54920,0,-26,246
54921,54921,0,-26,199
54922,54922,0,-26,404
54923,54923,0,-51,413
54924,54924,0,-51,-823
54925,54925,0,-51,-122
54926,54926,0,-51,-349
54927,54927,0,-51,-115
54928,54928,0,-51,-564
54929,54929,0,-51,-260
54930,54930,0,-51,-39
54931,54931,0,-51,384
54932,54932,0,-51,456
54933,54933,0,-56,-16
54934,54934,0,-56,394
54935,54935,0,-56,-117
54936,54936,0,-56,-124
54937,54937,0,-56,428
54938,54938,0,-56,170
54939,54939,0,-56,-89
54940,54940,0,-56,-126
54941,54941,0,-56,403
54942,54942,0,-56,445
54943,54943,0,-40,-68
54944,54944,0,-40,404
54945,54945,0,-40,-541
54946,54946,0,-40,-370
54947,54947,0,-40,-67
54948,54948,0,-40,-37
54949,54949,0,-40,717
54950,54950,0,-40,-547
54951,54951,0,-40,438
54952,54952,0,-40,251
54953,54953,0,-8,942
54954,54954,0,-8,691
54955,54955,0,-8,-302
54956,54956,0,-8,227
54957,54957,0,-8,-547
54958,54958,0,-8,-297
54959,54959,0,-8,-633
54960,54960,0,-8,399
54961,54961,0,-8,497
54962,54962,0,-8,721
54963,54963,0,28,-126
54964,54964,0,28,163
54965,54965,0,28,-316
54966,54966,0,28,-603
54967,54967,0,28,-108
54968,54968,0,28,-841
54969,54969,0,28,416
54970,54970,0,28,-47
54971,54971,0,28,-96
54972,54972,0,28,-13
54973,54973,0,52,155
54974,54974,0,52,-126
54975,54975,0,52,922
54976,54976,0,52,195
54977,54977,0,52,-301
54978,54978,0,52,-513
54979,54979,0,52,733
54980,54980,0,52,442
54981,54981,0,52,-299
54982,54982,0,52,-357
54983,54983,0,57,238
54984,54984,0,57,-574
54985,54985,0,57,-286
54986,54986,0,57,428
54987,54987,0,57,-124
54988,54988,0,57,-101
54989,54989,0,57,145
54990,54990,0,57,-323
54991,54991,0,57,-583
54992,54992,0,57,-104
54993,54993,0,40,-372
54994,54994,0,40,-847
54995,54995,0,40,-14
54996,54996,0,40,-308
54997,54997,0,40,-30
54998,54998,0,40,-812
54999,54999,0,40,-607
55000,55000,0,40,720
55001,55001,0,40,219
55002,55002,0,40,740
55003,55003,0,8,231
55004,55004,0,8,487
55005,55005,0,8,-601
55006,55006,0,8,-128
55007,55007,0,8,-53
55008,55008,0,8,140
55009,55009,0,8,230
55010,55010,0,8,-72
55011,55011,0,8,141
55012,55012,0,8,408
55013,55013,0,-28,741
55014,55014,0,-28,-372
55015,55015,0,-28,-127
55016,55016,0,-28,467
55017,55017,0,-28,658
55018,55018,0,-28,-320
55019,55019,0,-28,-112
55020,55020,0,-28,-808
55021,55021,0,-28,149
55022,55022,0,-28,-108
55023,55023,0,-54,231
55024,55024,0,-54,-600
55025,55025,0,-54,-271
55026,55026,0,-54,-119
55027,55027,0,-54,-18
55028,55028,0,-54,-105
55029,55029,0,-54,-357
55030,55030,0,-54,-48
55031,55031,0,-54,-568
55032,55032,0,-54,484
55033,55033,0,-58,231
55034,55034,0,-58,193
55035,55035,0,-58,182
55036,55036,0,-58,-104
55037,55037,0,-58,-292
55038,55038,0,-58,744
55039,55039,0,-58,-276
55040,55040,0,-58,970
55041,55041,0,-58,467
55042,55042,0,-58,-62
55043,55043,0,-40,-73
55044,55044,0,-40,-786
55045,55045,0,-40,219
55046,55046,0,-40,-95
55047,55047,0,-40,475
55048,55048,0,-40,-350
55049,55049,0,-40,-361
55050,55050,0,-40,-335
55051,55051,0,-40,-257
55052,55052,0,-40,497
55053,55053,0,-7,715
55054,55054,0,-7,-532
55055,55055,0,-7,442
55056,55056,0,-7,-109
55057,55057,0,-7,149
55058,55058,0,-7,-282
55059,55059,0,-7,-787
55060,55060,0,-7,-369
55061,55061,0,-7,-574
55062,55062,0,-7,235
55063,55063,0,30,195
55064,55064,0,30,-262
55065,55065,0,30,670
55066,55066,0,30,421
55067,55067,0,30,475
55068,55068,0,30,-112
55069,55069,0,30,217
55070,55070,0,30,-47
55071,55071,0,30,-344
55072,55072,0,30,-113
55073,55073,0,54,-298
55074,55074,0,54,-372
55075,55075,0,54,-294
55076,55076,0,54,-577
55077,55077,0,54,-781
55078,55078,0,54,-295
55079,55079,0,54,-1063
55080,55080,0,54,-382
55081,55081,0,54,-317
55082,55082,0,54,249
55083,55083,0,59,643
55084,55084,0,59,466
55085,55085,0,59,201
55086,55086,0,59,499
55087,55087,0,59,647
55088,55088,0,59,-571
55089,55089,0,59,684
55090,55090,0,59,422
55091,55091,0,59,-72
55092,55092,0,59,-301
55093,55093,0,40,-98
55094,55094,0,40,680
55095,55095,0,40,1015
55096,55096,0,40,1188
55097,55097,0,40,420
55098,55098,0,40,-5
55099,55099,0,40,446
55100,55100,0,40,-367
55101,55101,0,40,-376
55102,55102,0,40,397
55103,55103,0,6,640
55104,55104,0,6,-345
55105,55105,0,6,-321
55106,55106,0,6,476
55107,55107,0,6,467
55108,55108,0,6,-620
55109,55109,0,6,181
55110,55110,0,6,684
55111,55111,0,6,-14
55112,55112,0,6,1155
55113,55113,0,-30,231
55114,55114,0,-30,-61
55115,55115,0,-30,-576
55116,55116,0,-30,-799
55117,55117,0,-30,249
55118,55118,0,-30,489
55119,55119,0,-30,-95
55120,55120,0,-30,-77
55121,55121,0,-30,-79
55122,55122,0,-30,-297
55123,55123,0,-56,-71
55124,55124,0,-56,-335
55125,55125,0,-56,-4
55126,55126,0,-56,248
55127,55127,0,-56,-69
55128,55128,0,-56,188
55129,55129,0,-56,-103
55130,55130,0,-56,226
55131,55131,0,-56,-366
55132,55132,0,-56,-305
55133,55133,0,-60,-34
55134,55134,0,-60,412
55135,55135,0,-60,-621
55136,55136,0,-60,-321
55137,55137,0,-60,-338
55138,55138,0,-60,-546
55139,55139,0,-60,-59
55140,55140,0,-60,-310
55141,55141,0,-60,218
55142,55142,0,-60,-380
55143,55143,0,-41,249
55144,55144,0,-41,-806
55145,55145,0,-41,709
55146,55146,0,-41,-17
55147,55147,0,-41,-840
55148,55148,0,-41,-61
55149,55149,0,-41,-582
55150,55150,0,-41,224
55151,55151,0,-41,650
55152,55152,0,-41,-300
55153,55153,0,-6,149
55154,55154,0,-6,-36
55155,55155,0,-6,-573
55156,55156,0,-6,-38
55157,55157,0,-6,-275
55158,55158,0,-6,191
55159,55159,0,-6,-622
55160,55160,0,-6,757
55161,55161,0,-6,-616
55162,55162,0,-6,231
55163,55163,0,31,-265
55164,55164,0,31,-127
55165,55165,0,31,460
55166,55166,0,31,-275
55167,55167,0,31,-336
55168,55168,0,31,-105
55169,55169,0,31,-97
55170,55170,0,31,-807
55171,55171,0,31,222
55172,55172,0,31,147
55173,55173,0,56,488
55174,55174,0,56,145
55175,55175,0,56,-372
55176,55176,0,56,-781
55177,55177,0,56,-303
55178,55178,0,56,478
55179,55179,0,56,-884
55180,55180,0,56,189
55181,55181,0,56,-5
55182,55182,0,56,-514
55183,55183,0,60,-33
55184,55184,0,60,973
55185,55185,0,60,-94
55186,55186,0,60,205
55187,55187,0,60,254
55188,55188,0,60,214
55189,55189,0,60,707
55190,55190,0,60,-49
55191,55191,0,60,678
55192,55192,0,60,456
55193,55193,0,41,-815
55194,55194,0,41,185
55195,55195,0,41,-113
55196,55196,0,41,-298
55197,55197,0,41,-3
55198,55198,0,41,148
55199,55199,0,41,-316
55200,55200,0,41,737
55201,55201,0,41,684
55202,55202,0,41,441
55203,55203,0,6,474
55204,55204,0,6,-368
55205,55205,0,6,-31
55206,55206,0,6,-312
55207,55207,0,6,732
55208,55208,0,6,234
55209,55209,0,6,-33
55210,55210,0,6,737
55211,55211,0,6,187
55212,55212,0,6,384
55213,55213,0,-32,387
55214,55214,0,-32,216
55215,55215,0,-32,-573
55216,55216,0,-32,-321
55217,55217,0,-32,-335
55218,55218,0,-32,718
55219,55219,0,-32,409
55220,55220,0,-32,473
55221,55221,0,-32,673
55222,55222,0,-32,250
55223,55223,0,-57,757
55224,55224,0,-57,-113
55225,55225,0,-57,424
55226,55226,0,-57,-294
55227,55227,0,-57,181
55228,55228,0,-57,250
55229,55229,0,-57,676
55230,55230,0,-57,-17
55231,55231,0,-57,138
55232,55232,0,-57,402
55233,55233,0,-61,-356
55234,55234,0,-61,-115
55235,55235,0,-61,-580
55236,55236,0,-61,-33
55237,55237,0,-61,678
55238,55238,0,-61,166
55239,55239,0,-61,-26
55240,55240,0,-61,391
55241,55241,0,-61,230
55242,55242,0,-61,-877
55243,55243,0,-41,-52
55244,55244,0,-41,247
55245,55245,0,-41,906
55246,55246,0,-41,-69
55247,55247,0,-41,767
55248,55248,0,-41,-607
55249,55249,0,-41,184
55250,55250,0,-41,207
55251,55251,0,-41,1168
55252,55252,0,-41,-564
55253,55253,0,-6,765
55254,55254,0,-6,-14
55255,55255,0,-6,-371
55256,55256,0,-6,-354
55257,55257,0,-6,-65
55258,55258,0,-6,-311
55259,55259,0,-6,493
55260,55260,0,-6,-303
55261,55261,0,-6,-639
55262,55262,0,-6,467
55263,55263,0,33,-20
55264,55264,0,33,-289
55265,55265,0,33,-799
55266,55266,0,33,-124
55267,55267,0,33,-92
55268,55268,0,33,-541
55269,55269,0,33,143
55270,55270,0,33,-17
55271,55271,0,33,-586
55272,55272,0,33,202
55273,55273,0,58,-629
55274,55274,0,58,478
55275,55275,0,58,-871
55276,55276,0,58,490
55277,55277,0,58,438
55278,55278,0,58,-356
55279,55279,0,58,-332
55280,55280,0,58,686
55281,55281,0,58,-106
55282,55282,0,58,-342
55283,55283,0,62,-345
55284,55284,0,62,-319
55285,55285,0,62,166
55286,55286,0,62,160
55287,55287,0,62,671
55288,55288,0,62,-22
55289,55289,0,62,215
55290,55290,0,62,-882
55291,55291,0,62,-113
55292,55292,0,62,492
55293,55293,0,41,-123
55294,55294,0,41,-123
55295,55295,0,41,-274
55296,55296,0,41,-22
55297,55297,0,41,-124
55298,55298,0,41,-127
55299,55299,0,41,-348
55300,55300,0,41,682
55301,55301,0,41,159
55302,55302,0,41,710
55303,55303,0,4,-326
55304,55304,0,4,-513
55305,55305,0,4,-54
55306,55306,0,4,-274
55307,55307,0,4,-600
55308,55308,0,4,-4
55309,55309,0,4,-367
55310,55310,0,4,-624
55311,55311,0,4,-54
55312,55312,0,4,-102
55313,55313,0,-34,-349
55314,55314,0,-34,-30
55315,55315,0,-34,166
55316,55316,0,-34,-41
55317,55317,0,-34,-308
55318,55318,0,-34,-364
55319,55319,0,-34,689
55320,55320,0,-34,499
55321,55321,0,-34,158
55322,55322,0,-34,-270
55323,55323,0,-60,193
55324,55324,0,-60,-41
55325,55325,0,-60,403
55326,55326,0,-60,-14
55327,55327,0,-60,-844
55328,55328,0,-60,-119
55329,55329,0,-60,505
55330,55330,0,-60,237
55331,55331,0,-60,425
55332,55332,0,-60,241
55333,55333,0,-62,442
55334,55334,0,-62,186
55335,55335,0,-62,-297
55336,55336,0,-62,131
55337,55337,0,-62,-611
55338,55338,0,-62,467
55339,55339,0,-62,-614
55340,55340,0,-62,-838
55341,55341,0,-62,214
55342,55342,0,-62,476
55343,55343,0,-40,-366
55344,55344,0,-40,463
55345,55345,0,-40,408
55346,55346,0,-40,415
55347,55347,0,-40,142
55348,55348,0,-40,-277
55349,55349,0,-40,705
55350,55350,0,-40,-49
55351,55351,0,-40,-300
55352,55352,0,-40,209
55353,55353,0,-3,-529
55354,55354,0,-3,-63
55355,55355,0,-3,692
55356,55356,0,-3,450
55357,55357,0,-3,-84
55358,55358,0,-3,755
55359,55359,0,-3,129
55360,55360,0,-3,678
55361,55361,0,-3,-312
55362,55362,0,-3,766
55363,55363,0,36,501
55364,55364,0,36,-127
55365,55365,0,36,-375
55366,55366,0,36,-272
55367,55367,0,36,-514
55368,55368,0,36,486
55369,55369,0,36,-289
55370,55370,0,36,485
55371,55371,0,36,-67
55372,55372,0,36,507
55373,55373,0,60,-322
55374,55374,0,60,-302
55375,55375,0,60,-854
55376,55376,0,60,-81
55377,55377,0,60,-534
55378,55378,0,60,-38
55379,55379,0,60,-266
55380,55380,0,60,226
55381,55381,0,60,-560
55382,55382,0,60,-563
55383,55383,0,62,-528
55384,55384,0,62,-87
55385,55385,0,62,659
55386,55386,0,62,-583
55387,55387,0,62,-588
55388,55388,0,62,-46
55389,55389,0,62,-265
55390,55390,0,62,145
55391,55391,0,62,-262
55392,55392,0,62,-561
55393,55393,0,40,-77
55394,55394,0,40,198
55395,55395,0,40,704
55396,55396,0,40,-845
55397,55397,0,40,-309
55398,55398,0,40,712
55399,55399,0,40,452
55400,55400,0,40,197
55401,55401,0,40,-20
55402,55402,0,40,151
55403,55403,0,2,-538
55404,55404,0,2,-281
55405,55405,0,2,-295
55406,55406,0,2,-109
55407,55407,0,2,-76
55408,55408,0,2,701
55409,55409,0,2,676
55410,55410,0,2,497
55411,55411,0,2,-106
55412,55412,0,2,-601
55413,55413,0,-36,-120
55414,55414,0,-36,642
55415,55415,0,-36,-74
55416,55416,0,-36,-51
55417,55417,0,-36,729
55418,55418,0,-36,494
55419,55419,0,-36,-371
55420,55420,0,-36,-12
55421,55421,0,-36,-519
55422,55422,0,-36,-309
55423,55423,0,-61,494
55424,55424,0,-61,-888
55425,55425,0,-61,471
55426,55426,0,-61,214
55427,55427,0,-61,-535
55428,55428,0,-61,174
55429,55429,0,-61,-572
55430,55430,0,-61,243
55431,55431,0,-61,-374
55432,55432,0,-61,139
55433,55433,0,-62,245
55434,55434,0,-62,488
55435,55435,0,-62,690
55436,55436,0,-62,146
55437,55437,0,-62,903
55438,55438,0,-62,467
55439,55439,0,-62,436
55440,55440,0,-62,-589
55441,55441,0,-62,-864
55442,55442,0,-62,644
55443,55443,0,-39,181
55444,55444,0,-39,912
55445,55445,0,-39,667
55446,55446,0,-39,-593
55447,55447,0,-39,-27
55448,55448,0,-39,-72
55449,55449,0,-39,-325
55450,55450,0,-39,423
55451,55451,0,-39,-790
55452,55452,0,-39,656
55453,55453,0,-1,-263
55454,55454,0,-1,-36
55455,55455,0,-1,-304
55456,55456,0,-1,175
55457,55457,0,-1,-322
55458,55458,0,-1,-111
55459,55459,0,-1,-370
55460,55460,0,-1,642
55461,55461,0,-1,396
55462,55462,0,-1,-116
55463,55463,0,38,-323
55464,55464,0,38,-383
55465,55465,0,38,131
55466,55466,0,38,498
55467,55467,0,38,500
55468,55468,0,38,154
55469,55469,0,38,-340
55470,55470,0,38,-306
55471,55471,0,38,-382
55472,55472,0,38,-349
55473,55473,0,62,503
55474,55474,0,62,134
55475,55475,0,62,-60
55476,55476,0,62,390
55477,55477,0,62,-341
55478,55478,0,62,-362
55479,55479,0,62,-31
55480,55480,0,62,643
55481,55481,0,62,-51
55482,55482,0,62,-39
55483,55483,0,62,-301
55484,55484,0,62,-28
55485,55485,0,62,146
55486,55486,0,62,-373
55487,55487,0,62,673
55488,55488,0,62,-115
55489,55489,0,62,427
55490,55490,0,62,426
55491,55491,0,62,-82
55492,55492,0,62,-295
55493,55493,0,38,169
55494,55494,0,38,-63
55495,55495,0,38,-48
55496,55496,0,38,-9
55497,55497,0,38,386
55498,55498,0,38,-36
55499,55499,0,38,-300
55500,55500,0,38,-365
55501,55501,0,38,251
55502,55502,0,38,478
55503,55503,0,0,-53
55504,55504,0,0,-16
55505,55505,0,0,235
55506,55506,0,0,723
55507,55507,0,0,-363
55508,55508,0,0,471
55509,55509,0,0,724
55510,55510,0,0,441
55511,55511,0,0,-384
55512,55512,0,0,244
55513,55513,0,-39,-372
55514,55514,0,-39,-119
55515,55515,0,-39,465
55516,55516,0,-39,-20
55517,55517,0,-39,252
55518,55518,0,-39,-325
55519,55519,0,-39,468
55520,55520,0,-39,-557
55521,55521,0,-39,392
55522,55522,0,-39,-45
55523,55523,0,-62,683
55524,55524,0,-62,386
55525,55525,0,-62,161
55526,55526,0,-62,188
55527,55527,0,-62,660
55528,55528,0,-62,-124
55529,55529,0,-62,-61
55530,55530,0,-62,-850
55531,55531,0,-62,-114
55532,55532,0,-62,-542
55533,55533,0,-62,472
55534,55534,0,-62,456
55535,55535,0,-62,-108
55536,55536,0,-62,499
55537,55537,0,-62,407
55538,55538,0,-62,-793
55539,55539,0,-62,-292
55540,55540,0,-62,389
55541,55541,0,-62,206
55542,55542,0,-62,-329
55543,55543,0,-38,-71
55544,55544,0,-38,230
55545,55545,0,-38,478
55546,55546,0,-38,-99
55547,55547,0,-38,-547
55548,55548,0,-38,203
55549,55549,0,-38,177
55550,55550,0,-38,-884
55551,55551,0,-38,158
55552,55552,0,-38,-344
55553,55553,0,1,146
55554,55554,0,1,223
55555,55555,0,1,466
55556,55556,0,1,-329
55557,55557,0,1,657
55558,55558,0,1,140
55559,55559,0,1,-603
55560,55560,0,1,170
55561,55561,0,1,-9
55562,55562,0,1,-350
55563,55563,0,40,450
55564,55564,0,40,-78
55565,55565,0,40,247
55566,55566,0,40,-595
55567,55567,0,40,-92
55568,55568,0,40,161
55569,55569,0,40,-596
55570,55570,0,40,-537
55571,55571,0,40,-289
55572,55572,0,40,-382
55573,55573,0,64,-317
55574,55574,0,64,211
55575,55575,0,64,-578
55576,55576,0,64,417
55577,55577,0,64,-103
55578,55578,0,64,495
55579,55579,0,64,-275
55580,55580,0,64,182
55581,55581,0,64,-109
55582,55582,0,64,472
55583,55583,0,63,207
55584,55584,0,63,-303
55585,55585,0,63,435
55586,55586,0,63,-32
55587,55587,0,63,506
55588,55588,0,63,250
55589,55589,0,63,-126
55590,55590,0,63,752
55591,55591,0,63,218
55592,55592,0,63,-20
55593,55593,0,38,-110
55594,55594,0,38,251
55595,55595,0,38,230
55596,55596,0,38,-616
55597,55597,0,38,-364
55598,55598,0,38,239
55599,55599,0,38,897
55600,55600,0,38,-66
55601,55601,0,38,488
55602,55602,0,38,138
55603,55603,0,-2,695
55604,55604,0,-2,676
55605,55605,0,-2,-79
55606,55606,0,-2,-535
55607,55607,0,-2,478
55608,55608,0,-2,-619
55609,55609,0,-2,-271
55610,55610,0,-2,686
55611,55611,0,-2,183
55612,55612,0,-2,202
55613,55613,0,-42,-520
55614,55614,0,-42,-888
55615,55615,0,-42,396
55616,55616,0,-42,486
55617,55617,0,-42,-72
55618,55618,0,-42,186
55619,55619,0,-42,132
55620,55620,0,-42,487
55621,55621,0,-42,-3
55622,55622,0,-42,-365
55623,55623,0,-65,-98
55624,55624,0,-65,211
55625,55625,0,-65,911
55626,55626,0,-65,-75
55627,55627,0,-65,429
55628,55628,0,-65,128
55629,55629,0,-65,437
55630,55630,0,-65,168
55631,55631,0,-65,497
55632,55632,0,-65,-593
55633,55633,0,-63,-815
55634,55634,0,-63,183
55635,55635,0,-63,486
55636,55636,0,-63,684
55637,55637,0,-63,-330
55638,55638,0,-63,666
55639,55639,0,-63,217
55640,55640,0,-63,743
55641,55641,0,-63,186
55642,55642,0,-63,674
55643,55643,0,-37,-101
55644,55644,0,-37,679
55645,55645,0,-37,403
55646,55646,0,-37,-330
55647,55647,0,-37,510
55648,55648,0,-37,-322
55649,55649,0,-37,133
55650,55650,0,-37,134
55651,55651,0,-37,136
55652,55652,0,-37,-615
55653,55653,0,4,176
55654,55654,0,4,-377
55655,55655,0,4,-773
55656,55656,0,4,222
55657,55657,0,4,476
55658,55658,0,4,440
55659,55659,0,4,150
55660,55660,0,4,255
55661,55661,0,4,917
55662,55662,0,4,140
55663,55663,0,42,-36
55664,55664,0,42,-358
55665,55665,0,42,477
55666,55666,0,42,-58
55667,55667,0,42,441
55668,55668,0,42,491
55669,55669,0,42,-547
55670,55670,0,42,-275
55671,55671,0,42,-629
55672,55672,0,42,-28
55673,55673,0,65,969
55674,55674,0,65,179
55675,55675,0,65,-3
55676,55676,0,65,1193
55677,55677,0,65,924
55678,55678,0,65,207
55679,55679,0,65,155
55680,55680,0,65,-363
55681,55681,0,65,-20
55682,55682,0,65,227
55683,55683,0,63,139
55684,55684,0,63,-18
55685,55685,0,63,226
55686,55686,0,63,-353
55687,55687,0,63,143
55688,55688,0,63,391
55689,55689,0,63,398
55690,55690,0,63,421
55691,55691,0,63,437
55692,55692,0,63,-66
55693,55693,0,36,-15
55694,55694,0,36,907
55695,55695,0,36,-376
55696,55696,0,36,-119
55697,55697,0,36,-522
55698,55698,0,36,242
55699,55699,0,36,-36
55700,55700,0,36,-266
55701,55701,0,36,-41
55702,55702,0,36,-57
55703,55703,0,-4,510
55704,55704,0,-4,731
55705,55705,0,-4,-856
55706,55706,0,-4,958
55707,55707,0,-4,-257
55708,55708,0,-4,-364
55709,55709,0,-4,-48
55710,55710,0,-4,-27
55711,55711,0,-4,-336
55712,55712,0,-4,-309
55713,55713,0,-44,254
55714,55714,0,-44,-43
55715,55715,0,-44,-323
55716,55716,0,-44,415
55717,55717,0,-44,131
55718,55718,0,-44,745
55719,55719,0,-44,665
55720,55720,0,-44,-287
55721,55721,0,-44,-516
55722,55722,0,-44,439
55723,55723,0,-66,-127
55724,55724,0,-66,427
55725,55725,0,-66,-322
55726,55726,0,-66,187
55727,55727,0,-66,-84
55728,55728,0,-66,197
55729,55729,0,-66,-288
55730,55730,0,-66,-61
55731,55731,0,-66,-336
55732,55732,0,-66,-818
55733,55733,0,-62,150
55734,55734,0,-62,-539
55735,55735,0,-62,-36
55736,55736,0,-62,502
55737,55737,0,-62,656
55738,55738,0,-62,-313
55739,55739,0,-62,-839
55740,55740,0,-62,-309
55741,55741,0,-62,-617
55742,55742,0,-62,434
55743,55743,0,-35,-267
55744,55744,0,-35,200
55745,55745,0,-35,-1037
55746,55746,0,-35,-300
55747,55747,0,-35,674
55748,55748,0,-35,-535
55749,55749,0,-35,434
55750,55750,0,-35,128
55751,55751,0,-35,164
55752,55752,0,-35,-96
55753,55753,0,6,488
55754,55754,0,6,-578
55755,55755,0,6,480
55756,55756,0,6,455
55757,55757,0,6,205
55758,55758,0,6,440
55759,55759,0,6,-283
55760,55760,0,6,245
55761,55761,0,6,171
55762,55762,0,6,692
55763,55763,0,44,439
55764,55764,0,44,-298
55765,55765,0,44,246
55766,55766,0,44,-7
55767,55767,0,44,152
55768,55768,0,44,-886
55769,55769,0,44,-115
55770,55770,0,44,440
55771,55771,0,44,-36
55772,55772,0,44,245
55773,55773,0,66,-37
55774,55774,0,66,-324
55775,55775,0,66,453
55776,55776,0,66,-268
55777,55777,0,66,-124
55778,55778,0,66,-39
55779,55779,0,66,-112
55780,55780,0,66,-383
55781,55781,0,66,917
55782,55782,0,66,454
55783,55783,0,62,-372
55784,55784,0,62,251
55785,55785,0,62,-528
55786,55786,0,62,926
55787,55787,0,62,447
55788,55788,0,62,-16
55789,55789,0,62,-95
55790,55790,0,62,-295
55791,55791,0,62,-354
55792,55792,0,62,732
55793,55793,0,34,-264
55794,55794,0,34,-354
55795,55795,0,34,716
55796,55796,0,34,-40
55797,55797,0,34,-54
55798,55798,0,34,-312
55799,55799,0,34,167
55800,55800,0,34,-67
55801,55801,0,34,-85
55802,55802,0,34,-588
55803,55803,0,-6,-114
55804,55804,0,-6,-634
55805,55805,0,-6,133
55806,55806,0,-6,-853
55807,55807,0,-6,-573
55808,55808,0,-6,-61
55809,55809,0,-6,-269
55810,55810,0,-6,-617
55811,55811,0,-6,-102
55812,55812,0,-6,452
55813,55813,0,-45,432
55814,55814,0,-45,656
55815,55815,0,-45,177
55816,55816,0,-45,-338
55817,55817,0,-45,-605
55818,55818,0,-45,-545
55819,55819,0,-45,186
55820,55820,0,-45,703
55821,55821,0,-45,-534
55822,55822,0,-45,243
55823,55823,0,-66,-119
55824,55824,0,-66,-831
55825,55825,0,-66,-348
55826,55826,0,-66,-872
55827,55827,0,-66,448
55828,55828,0,-66,-71
55829,55829,0,-66,748
55830,55830,0,-66,-345
55831,55831,0,-66,170
55832,55832,0,-66,691
55833,55833,0,-62,-381
55834,55834,0,-62,438
55835,55835,0,-62,-318
